AK,40
AK,26
AK,49
AK,31
AK,41
AK,50
AK,-10
AK,-23
AK,-7
AK,1
AK,-14
AK,2
AK,34
AK,-6
AK,23
AK,296
AK,240
AK,252
AK,272
AK,250
AK,-13
AK,-18
AK,-14
AK,-27
AK,-9
AK,-7
AK,-3
AK,-22
AK,-7
AK,-19
AK,-14
AK,-2
AK,162
AK,173
AK,-7
AK,-10
AK,30
AK,0
AK,27
AK,8
AK,27
AK,-9
AK,-7
AK,53
AK,20
AK,-10
AK,0
AK,-3
AK,10
AK,10
AK,94
AK,196
AK,6
AK,9
AK,-3
AK,25
AK,45
AK,25
AK,23
AK,8
AK,76
AK,0
AK,-37
AK,-3
AK,4
AK,-9
AK,-3
AK,4
AK,-2
AK,6
AK,19
AK,-13
AK,-15
AK,-5
AK,-9
AK,3
AK,5
AK,4
AK,9
AK,-3
AK,-6
AK,-16
AK,19
AK,13
AK,-6
AK,19
AK,-2
AK,104
AK,-20
AK,-1
AK,-8
AK,-1
AK,-14
AK,-10
AK,-8
AK,-7
AK,-13
AK,-9
AK,-1
AK,-11
AK,3
AK,16
AK,17
AK,1
AK,-9
AK,-1
AK,2
AK,6
AK,-2
AK,28
AK,17
AK,38
AK,11
AK,-10
AK,13
AK,22
AK,12
AK,-12
AK,4
AK,-8
AK,-12
AK,-19
AK,-11
AK,2
AK,-8
AK,-18
AK,-6
AK,-15
AK,-23
AK,-5
AK,-4
AK,-3
AK,-22
AK,-11
AK,-8
AK,-16
AK,-9
AK,-6
AK,-3
AK,-5
AK,-7
AK,-3
AK,-3
AK,9
AK,-12
AK,-6
AK,-2
AK,-5
AK,15
AK,-9
AK,-5
AK,-4
AK,-5
AK,-5
AK,-6
AK,14
AK,3
AK,6
AK,-8
AK,19
AK,10
AK,-6
AK,0
AK,-6
AK,-5
AK,-6
AK,0
AK,-3
AK,-17
AK,-3
AK,-10
AK,-17
AK,-5
AK,-10
AK,-8
AK,-12
AK,43
AK,-9
AK,-15
AK,-17
AK,-23
AK,-18
AK,-9
AK,5
AK,-11
AK,-1
AK,-10
AK,-6
AK,-4
AK,-7
AK,-7
AK,-6
AK,11
AK,-3
AK,35
AK,1
AK,-4
AK,-4
AK,-8
AK,-2
AK,0
AK,-12
AK,-5
AK,-8
AK,1
AK,-5
AK,-8
AK,-7
AK,-15
AK,-12
AK,10
AK,-6
AK,-10
AK,-14
AK,-8
AK,3
AK,0
AK,8
AK,-19
AK,-3
AK,3
AK,-4
AK,-26
AK,-2
AK,-7
AK,-5
AK,30
AK,48
AK,27
AK,3
AK,-8
AK,-15
AK,-3
AK,0
AK,12
AK,-7
AK,-8
AK,-2
AK,55
AK,26
AK,19
AK,-1
AK,15
AK,1
AK,15
AK,-7
AK,31
AK,15
AK,-9
AK,-18
AK,-9
AK,-10
AK,-18
AK,-24
AK,-23
AK,-8
AK,-14
AK,-14
AK,-13
AK,-11
AK,-2
AK,-28
AK,-11
AK,-8
AK,-4
AK,-4
AK,-9
AK,-9
AK,-2
AK,-3
AK,-1
AK,-13
AK,1
AK,19
AK,-8
AK,29
AK,-14
AK,-3
AK,-6
AK,-2
AK,-10
AK,-1
AK,-9
AK,21
AK,-15
AK,42
AK,11
AK,-14
AK,-6
AK,2
AK,-2
AK,-7
AK,-8
AK,-13
AK,-2
AK,-8
AK,4
AK,11
AK,-10
AK,77
AK,-7
AK,-14
AK,-8
AK,9
AK,25
AK,48
AK,25
AK,-1
AK,0
AK,-6
AK,1
AK,23
AK,12
AK,-7
AK,-8
AK,-5
AK,25
AK,-6
AK,-2
AK,-5
AK,-8
AK,-3
AK,6
AK,17
AK,-6
AK,-9
AK,-15
AK,3
AK,-7
AK,-8
AK,-1
AK,1
AK,7
AK,3
AK,-6
AK,-5
AK,-2
AK,1
AK,1
AK,-6
AK,-10
AK,4
AK,-2
AK,16
AK,-3
AK,17
AK,8
AK,27
AK,-1
AK,8
AK,0
AK,5
AK,-7
AK,-33
AK,-5
AK,-26
AK,6
AK,-1
AK,4
AK,-12
AK,-10
AK,7
AK,-4
AK,-1
AK,-2
AK,-6
AK,-1
AK,2
AK,-16
AK,-8
AK,-5
AK,-1
AK,7
AK,-11
AK,8
AK,-6
AK,28
AK,-11
AK,-14
AK,-19
AK,0
AK,-3
AK,-5
AK,-3
AK,6
AK,7
AK,28
AK,-9
AK,-2
AK,3
AK,-4
AK,-8
AK,-2
AK,-8
AK,-12
AK,8
AK,-8
AK,3
AK,17
AK,7
AK,72
AK,-3
AK,2
AK,-9
AK,23
AK,0
AK,10
AK,169
AK,174
AK,172
AK,-7
AK,-3
AK,-3
AK,-3
AK,-8
AK,-1
AK,19
AK,12
AK,28
AK,-7
AK,0
AK,0
AK,-6
AK,0
AK,5
AK,-4
AK,-16
AK,-2
AK,-12
AK,-20
AK,-6
AK,-19
AK,34
AK,22
AK,24
AK,57
AK,4
AK,12
AK,27
AK,21
AK,-2
AK,-8
AK,12
AK,-2
AK,11
AK,13
AK,1
AK,-12
AK,-6
AK,6
AK,-12
AK,-3
AK,-2
AK,-3
AK,-9
AK,-11
AK,-10
AK,40
AK,1
AK,-7
AK,10
AK,-2
AK,308
AK,317
AK,16
AK,10
AK,-7
AK,14
AK,-2
AK,-3
AK,-5
AK,0
AK,-3
AK,-3
AK,-19
AK,-7
AK,-3
AK,-13
AK,-13
AK,-13
AK,-7
AK,23
AK,5
AK,-2
AK,1
AK,-6
AK,-8
AK,-7
AK,-4
AK,12
AK,14
AK,17
AK,0
AK,3
AK,-6
AK,0
AK,-7
AK,-17
AK,-22
AK,-20
AK,-17
AK,0
AK,10
AK,0
AK,4
AK,39
AK,26
AK,23
AK,37
AK,10
AK,-6
AK,-12
AK,-13
AK,-7
AK,-17
AK,-7
AK,-5
AK,-9
AK,-5
AK,-9
AK,-7
AK,1
AK,-9
AK,0
AK,16
AK,8
AK,0
AK,4
AK,-14
AK,-3
AK,-6
AK,-1
AK,-5
AK,1
AK,-3
AK,-4
AK,1
AK,-6
AK,-4
AK,-11
AK,3
AK,10
AK,16
AK,21
AK,-6
AK,-14
AK,-5
AK,-2
AK,-2
AK,-5
AK,-5
AK,29
AK,23
AK,4
AK,-11
AK,-3
AK,16
AK,1
AK,-30
AK,24
AK,-4
AK,-14
AK,107
AK,100
AK,-5
AK,-9
AK,-9
AK,-8
AK,10
AK,0
AK,31
AK,8
AK,-2
AK,30
AK,-19
AK,-20
AK,-14
AK,-33
AK,-19
AK,-3
AK,-6
AK,-5
AK,-7
AK,-12
AK,-1
AK,-2
AK,-6
AK,17
AK,24
AK,11
AK,-18
AK,-13
AK,-7
AK,-6
AK,-11
AK,-8
AK,-3
AK,13
AK,9
AK,25
AK,-3
AK,-10
AK,-9
AK,-4
AK,-5
AK,-7
AK,9
AK,0
AK,-7
AK,4
AK,-7
AK,64
AK,0
AK,-8
AK,71
AK,51
AK,0
AK,13
AK,2
AK,24
AK,43
AK,-12
AK,-6
AK,-10
AK,-1
AK,-8
AK,-2
AK,-2
AK,-6
AK,-7
AK,-5
AK,-1
AK,0
AK,-4
AK,-7
AK,-7
AK,-7
AK,-2
AK,-3
AK,-12
AK,0
AK,11
AK,-1
AK,-1
AK,-9
AK,-6
AK,51
AK,131
AK,127
AK,0
AK,-4
AK,-12
AK,1
AK,-8
AK,18
AK,-12
AK,-4
AK,-13
AK,-11
AK,-23
AK,-18
AK,31
AK,-1
AK,21
AK,24
AK,4
AK,18
AK,2
AK,4
AK,176
AK,-8
AK,2
AK,-4
AK,1
AK,28
AK,-7
AK,38
AK,-4
AK,0
AK,45
AK,12
AK,-5
AK,-4
AK,-19
AK,1
AK,-7
AK,-4
AK,222
AK,10
AK,-12
AK,15
AK,97
AK,-11
AK,-11
AK,46
AK,-3
AK,-1
AK,19
AK,15
AK,4
AK,-6
AK,-2
AK,96
AK,-6
AK,127
AK,-9
AK,-6
AK,-18
AK,-5
AK,-5
AK,-6
AK,-14
AK,-4
AK,91
AK,-7
AK,74
AK,65
AK,82
AK,40
AK,-1
AK,-10
AK,1
AK,0
AK,-1
AK,-3
AK,1
AK,0
AK,-12
AK,-5
AK,-9
AK,-7
AK,-1
AK,-19
AK,-13
AK,-13
AK,5
AK,-26
AK,-4
AK,-11
AK,-11
AK,-14
AK,-5
AK,-22
AK,-7
AK,-10
AK,-10
AK,-7
AK,-6
AK,-13
AK,-24
AK,-9
AK,-5
AK,-15
AK,-11
AK,-8
AK,-3
AK,-4
AK,10
AK,11
AK,16
AK,-8
AK,58
AK,-1
AK,-9
AK,170
AK,-8
AK,-5
AK,-7
AK,7
AK,-1
AK,43
AK,37
AK,-7
AK,3
AK,-4
AK,-2
AK,43
AK,-3
AK,-12
AK,-3
AK,-10
AK,-5
AK,2
AK,-4
AK,-9
AK,-7
AK,-1
AK,-5
AK,7
AK,-10
AK,-6
AK,-8
AK,-13
AK,19
AK,5
AK,36
AK,3
AK,9
AK,8
AK,-1
AK,-4
AK,-2
AK,-11
AK,-16
AK,-7
AK,-7
AK,-3
AK,-6
AK,-8
AK,0
AK,12
AK,20
AK,-11
AK,20
AK,21
AK,-8
AK,-2
AK,15
AK,-10
AK,4
AK,-21
AK,-8
AK,43
AK,28
AK,27
AK,2
AK,-10
AK,-7
AK,-3
AK,10
AK,-6
AK,-1
AK,-9
AK,3
AK,17
AK,-4
AK,-3
AK,-3
AK,-5
AK,-10
AK,6
AK,-9
AK,6
AK,-5
AK,-1
AK,2
AK,2
AK,-3
AK,0
AK,0
AK,5
AK,-3
AK,-2
AK,-6
AK,-10
AK,-10
AK,-11
AK,6
AK,-5
AK,6
AK,-2
AK,-2
AK,38
AK,29
AK,5
AK,16
AK,-6
AK,-5
AK,5
AK,10
AK,24
AK,9
AK,19
AK,127
AK,116
AK,47
AK,21
AK,51
AK,70
AK,69
AK,61
AK,64
AK,30
AK,50
AK,64
AK,51
AK,37
AK,-9
AK,-5
AK,-3
AK,-14
AK,-11
AK,-7
AK,5
AK,-23
AK,-4
AK,-3
AK,-5
AK,-18
AK,-10
AK,-23
AK,-4
AK,5
AK,-14
AK,9
AK,2
AK,13
AK,1
AK,-4
AK,-5
AK,108
AK,-3
AK,-5
AK,-4
AK,-6
AK,18
AK,-9
AK,-16
AK,-5
AK,-8
AK,-14
AK,-18
AK,-8
AK,-18
AK,-8
AK,-4
AK,-20
AK,-19
AK,-7
AK,1
AK,-19
AK,116
AK,132
AK,101
AK,111
AK,0
AK,-18
AK,-28
AK,-12
AK,-20
AK,74
AK,81
AK,87
AK,91
AK,0
AK,16
AK,-1
AK,-4
AK,-3
AK,-15
AK,-3
AK,-12
AK,-21
AK,-2
AK,-10
AK,-14
AK,-22
AK,-18
AK,-13
AK,17
AK,-5
AK,57
AK,-1
AK,-6
AK,-2
AK,-4
AK,-4
AK,-3
AK,-7
AK,-12
AK,66
AK,-8
AK,-9
AK,3
AK,-16
AK,1
AK,0
AK,210
AK,-9
AK,-5
AK,25
AK,23
AK,-3
