AK,8
AK,-18
AK,-3
AK,-15
AK,9
AK,15
AK,-9
AK,-13
AK,-4
AK,5
AK,19
AK,34
AK,64
AK,41
AK,16
AK,-4
AK,-7
AK,3
AK,0
AK,-7
AK,-12
AK,-20
AK,-26
AK,-9
AK,-5
AK,-11
AK,-5
AK,-13
AK,-11
AK,-9
AK,-10
AK,-10
AK,-9
AK,177
AK,161
AK,151
AK,163
AK,22
AK,35
AK,72
AK,46
AK,16
AK,34
AK,13
AK,-14
AK,-15
AK,0
AK,-8
AK,-2
AK,-9
AK,-5
AK,19
AK,-7
AK,-13
AK,-3
AK,-4
AK,-2
AK,-7
AK,-4
AK,-9
AK,-12
AK,-3
AK,-10
AK,51
AK,-9
AK,-5
AK,-2
AK,-12
AK,0
AK,-13
AK,-10
AK,-12
AK,-4
AK,-1
AK,-6
AK,-7
AK,-3
AK,-12
AK,1
AK,-2
AK,-2
AK,-14
AK,-7
AK,-5
AK,4
AK,-2
AK,-1
AK,8
AK,-17
AK,-7
AK,-5
AK,-20
AK,-5
AK,-21
AK,-4
AK,-6
AK,-5
AK,-24
AK,-25
AK,-8
AK,-19
AK,-1
AK,-4
AK,-18
AK,-9
AK,-1
AK,3
AK,-15
AK,4
AK,-18
AK,-15
AK,-2
AK,-14
AK,-4
AK,-17
AK,-15
AK,-23
AK,-2
AK,1
AK,3
AK,-23
AK,8
AK,-16
AK,-12
AK,-20
AK,-14
AK,-10
AK,-9
AK,-15
AK,-10
AK,-10
AK,-6
AK,-8
AK,-11
AK,-12
AK,-12
AK,-3
AK,-16
AK,-8
AK,-2
AK,-7
AK,2
AK,2
AK,-17
AK,-3
AK,-15
AK,-24
AK,-1
AK,-3
AK,-11
AK,29
AK,-8
AK,-9
AK,-4
AK,-8
AK,-9
AK,-16
AK,-12
AK,-3
AK,-7
AK,-4
AK,-4
AK,-1
AK,-6
AK,3
AK,8
AK,-3
AK,-9
AK,-14
AK,1
AK,-15
AK,-14
AK,-10
AK,-29
AK,-13
AK,3
AK,-8
AK,-13
AK,-13
AK,-8
AK,-4
AK,1
AK,-14
AK,-7
AK,-3
AK,-21
AK,-25
AK,-13
AK,10
AK,17
AK,2
AK,-6
AK,-7
AK,-7
AK,-2
AK,-28
AK,-11
AK,1
AK,8
AK,-11
AK,-14
AK,-8
AK,-3
AK,-6
AK,0
AK,-12
AK,-15
AK,-3
AK,-2
AK,-9
AK,-11
AK,-4
AK,0
AK,-1
AK,-4
AK,0
AK,-2
AK,26
AK,62
AK,47
AK,65
AK,-7
AK,-3
AK,-17
AK,-8
AK,-6
AK,-18
AK,-14
AK,-21
AK,60
AK,28
AK,38
AK,189
AK,13
AK,-4
AK,-7
AK,-10
AK,-3
AK,-14
AK,8
AK,0
AK,-7
AK,-16
AK,-17
AK,-21
AK,-7
AK,148
AK,171
AK,143
AK,161
AK,207
AK,-13
AK,-21
AK,-21
AK,15
AK,-8
AK,10
AK,4
AK,222
AK,136
AK,20
AK,-1
AK,-18
AK,-11
AK,-3
AK,2
AK,-7
AK,1
AK,-9
AK,-7
AK,0
AK,-9
AK,-4
AK,-5
AK,-12
AK,3
AK,-13
AK,-11
AK,-2
AK,-5
AK,-1
AK,-1
AK,-8
AK,60
AK,51
AK,37
AK,-21
AK,-13
AK,-5
AK,-16
AK,-1
AK,150
AK,-8
AK,5
AK,-10
AK,217
AK,-6
AK,-4
AK,17
AK,-19
AK,-16
AK,-15
AK,-2
AK,-11
AK,7
AK,5
AK,-10
AK,-12
AK,-1
AK,0
AK,-4
